kapasitas_mesin,kekuatan_mesin,berat_mobil,akselerasi,jumlah_silinder,tahun_rilis,asal_pabrikan_Asia,asal_pabrikan_Eropa,konsumsi_bbm_transformed,konsumsi_bbm_original
1.1410183749553493,0.9001005286203911,0.7516398231010715,-1.3543074398414023,4.0,0.0,0.0,0.0,-0.645260579471363,18.0
1.3483508374963127,1.5012785155369226,0.9291286416896763,-1.559372784999378,4.0,0.0,0.0,0.0,-1.1537490564252353,15.0
1.1974263666160003,1.2687914064129815,0.6848125052363658,-1.7683279708536574,4.0,0.0,0.0,0.0,-0.645260579471363,18.0
1.1251868843974857,1.2687914064129815,0.681826005842127,-1.3543074398414023,4.0,0.0,0.0,0.0,-0.9756063601106182,16.0
1.114521762535647,1.0940478165293557,0.6977162170060163,-1.981413672862544,4.0,0.0,0.0,0.0,-0.8064139458531095,17.0
1.6559440173752986,1.9186219177414372,1.460502043596583,-2.198896696748639,4.0,0.0,0.0,0.0,-1.1537490564252353,15.0
1.738553238772415,2.1442979840734124,1.4701236499560066,-2.648278504058761,4.0,0.0,0.0,0.0,-1.3419218797583963,14.0
1.6930276530189339,2.0959865943422336,1.4389072767694222,-2.8808838252439197,4.0,0.0,0.0,0.0,-1.3419218797583963,14.0
1.7417365357513144,2.191030925340833,1.5220424659121772,-2.198896696748639,4.0,0.0,0.0,0.0,-1.3419218797583963,14.0
1.5140210506995744,1.8272546852567395,1.068096018526464,-2.8808838252439197,4.0,0.0,0.0,0.0,-1.1537490564252353,15.0
1.4866319710829434,1.572030936215529,0.8083144191363218,-2.198896696748639,4.0,0.0,0.0,0.0,-1.1537490564252353,15.0
1.3031369401315336,1.427326545002005,0.8516888776943556,-3.119313461720367,4.0,0.0,0.0,0.0,-1.3419218797583963,14.0
1.5520814109195655,1.2687914064129815,0.9902133042610499,-2.421074148627507,4.0,0.0,0.0,0.0,-1.1537490564252353,15.0
1.7417365357513144,2.191030925340833,0.31241213719676286,-2.198896696748639,4.0,0.0,0.0,0.0,-1.3419218797583963,14.0
-0.7060229755605153,0.002660377248503868,-0.6444452269172564,-0.19465212007253757,1.0,0.0,1.0,0.0,0.18965470470318083,24.0
0.39121970430178304,0.002660377248503868,0.008446972263776198,-0.0116680524327092,3.0,0.0,0.0,0.0,-0.06703732658861919,22.0
0.400346649267391,0.06631707562757275,-0.06737120126740087,-0.0116680524327092,3.0,0.0,0.0,0.0,-0.645260579471363,18.0
0.409415556474999,-0.3475167722361064,-0.32175509858040247,0.16872992346034643,3.0,0.0,0.0,0.0,-0.20279873921742977,21.0
-1.0341467408559097,-0.23642073251280726,-1.0548025601545203,-0.38034196208576465,1.0,0.0,1.0,0.0,0.5428359667460507,27.0
-1.0341467408559097,-2.628141864110358,-1.6423807781829831,1.6919978019301762,1.0,0.0,0.0,1.0,0.42895561153679307,26.0
-0.7628951487459719,-0.27283433218789566,-0.20335280130501562,0.6954795719989318,1.0,0.0,0.0,1.0,0.31132039674770756,25.0
-0.8217630078262613,-0.1653644988264753,-0.5538749327599019,-0.38034196208576465,1.0,0.0,0.0,1.0,0.18965470470318083,24.0
-0.882755011336473,0.002660377248503868,-0.6396925389368753,0.6954795719989318,1.0,0.0,0.0,1.0,0.31132039674770756,25.0
-0.563256813299306,0.5148921427226112,-0.8716126170643727,-1.1529139313129566,1.0,0.0,0.0,1.0,0.42895561153679307,26.0
0.400346649267391,-0.1653644988264753,-0.2362990212618124,-0.19465212007253757,3.0,0.0,0.0,0.0,-0.20279873921742977,21.0
1.3919504247982628,2.0959865943422336,1.6559784377819444,-0.5688668727434041,4.0,0.0,0.0,0.0,-2.225449603141081,10.0
1.1410183749553493,1.9406250857791985,1.4863243505653343,-0.19465212007253757,4.0,0.0,0.0,0.0,-2.225449603141081,10.0
1.1974263666160003,2.046005012940284,1.4907249547716872,-0.7603668790391775,4.0,0.0,0.0,0.0,-1.9810139252987191,11.0
1.1251868843974857,1.8621650108297594,1.735052068189004,1.0355575582628147,4.0,0.0,0.0,0.0,-2.4901794655983185,9.0
-1.0341467408559097,-0.23642073251280726,-1.0548025601545203,-0.38034196208576465,1.0,1.0,1.0,0.0,0.5428359667460507,27.0
-0.2673694370152613,-0.1653644988264753,-0.8207535540784515,-0.0116680524327092,1.0,1.0,0.0,0.0,0.6532091967376169,28.0
-0.7060229755605153,0.002660377248503868,-0.8818875093302413,-0.5688668727434041,1.0,1.0,1.0,0.0,0.31132039674770756,25.0
-1.0116881005873997,-0.09656455731804488,-1.2111740708953243,1.202522739915456,1.0,1.0,0.0,0.0,0.31132039674770756,25.0
0.6724604345397827,0.15830768563739153,-0.25569153312285575,-0.9549940361011051,3.0,1.0,0.0,0.0,-0.49136997372835195,19.0
0.6190225682616112,0.30303722807871286,0.6877957275686445,-0.0116680524327092,3.0,1.0,0.0,0.0,-0.9756063601106182,16.0
